,PN,REF,ISD,CPC,IPC,b_cits
429,9202171,39,2015-12-01,8,4,"['596462', '4339798', '4380334', '4531187', '4614342', '4636951', '4760527', '4813675', '4926327', '5022653', '5033744', '5046736', '5098107', '5141234', '5224706', '5242163', '5255915', '5332219', '5377973', '5377993', '5393057', '5407199', '5423551', '5496032', '5511781', '5531440', '5531448', '5586766', '5586936', '5613912', '5630586', '5636843', '5651548', '5655966', '5669817', '5674128', '5687968', '5735742', '5743800', '5788230', '5766076', '5770533', '5779546', '5788574', '5803808', '5831527', '5839960', '5845907', '5868392', '5879233', '5909876', '5919090', '5934998', '5944315', '5944316', '5951397', '6010404', '6093101', '6099408', '6158741', '6165069', '6186895', '6200218', '6203008', '6203009', '6217447', '6270404', '6419225', '6419226', '6481718', '6619659', '6641137', '6651985', '6722974', '6896259', 'RE38982', '7048629', '7255642', '7720784', '2003/0132959', '2003/0167167', '2007/0225067', '2007/0259709', '2007/0260567', '2008/0081701', '2008/0214262', '2008/0220840', '2009/0258688', '2010/0261519']"
430,9201991,7,2015-12-01,3,3,"['9076118', '2011/0313666', '2014/0012732']"
431,9197638,5,2015-11-24,3,2,"['8984282', '2005/0044413', '2008/0046984', '2011/0010762', '2012/0191621', '2014/0020073']"
432,9180363,0,2015-11-10,5,1,['NULL']
433,9177246,11,2015-11-03,6,4,['NULL']
434,9171261,6,2015-10-27,15,4,"['7689529', '7697761', '7698236', '7721336', '7734400', '7734451', '7739337', '7742103', '7761742', '7769512', '7783580', '7784295', '7792746', '7792750', '7797268', '7801840', '7805396', '7805397', '7805984', '7817854', '7832511', '7836496', '7840500', '7844564', '7853538', '7857976', '7864552', '7869989', '7895135', '7925874', '7930265', '7934499', '7941350', '7966061', '7974455', '7991754', '7999857', '8004544', '8015196', '8016319', '8054592', '8077983', '8108207']"
435,9154362,3,2015-10-06,9,2,"['5243704', '5253141', '5301089', '5537111', '6242984', '6598124', '7343222', '7461130', '7521138', '7594015', '7603441', '7962425', '8035337', '8180999', '8429381', '8664911', '8738832', '8819395', '2005/0160424', '2007/0073861', '2008/0027591', '2008/0133052', '2010/0145536', '2013/0194737']"
436,9152767,0,2015-10-06,18,6,"['6616444', '7991485', '8478698', '2002/0006217', '2002/0015934', '2002/0026105', '2002/0150859', '2002/0180760', '2003/0215764', '2003/0219692', '2004/0029068', '2005/0186526', '2006/0147872', '2006/0263739', '2009/0098502', '2009/0246726', '2011/0129786', '2013/0066598', '2013/0273491', '2014/0067335']"
437,9140824,11,2015-09-22,14,5,"['2007/0185660', '2011/0313666', '2014/0012732', '2014/0067745', '2014/0358486']"
438,9129595,3,2015-09-08,4,5,"['5326349', '6006175', '6598006', '6971993', '2002/0087322']"
439,9119602,3,2015-09-01,5,2,['NULL']
440,9119551,6,2015-09-01,20,12,"['3565062', '4143650', '4324258', '4354502', '4503861', '4549879', '4644960', '4667679', '4692148', '4706681', '4790831', '4819652', '4849172', '4856529', '4896677', '4966148', '4967753', '4979510', '5038789', '5046497', '5047930', '5058597', '5078148', '5078678', '5107841', '5174295', '5190045', '5207226', '5220924', '5269289', '5271404', '5311871', '5313947', '5431628', '5477858', '5492125', '5546949', '5566674', '5575286', '5588432', '5640961', '5657760', '5666958', '5669389', '5693032', '5697377', '5722959', '5733323', '5749364', '5782766', '5785657', '5795298', '5803083', '5857973', '5860951', '5876342', '5878746', '5891036', '5897488', '5908385', '5935143', '5938603', '5999846', '6007491', '6059731', '6083170', '6120445', '6179781', '6179782', '6196972', '6213947', '6246898', '6251073', '6264611', '6364838', '6500130', '6520916', '6524249', '6542626', '6547736', '6551244', '6556695', '6561979', '6591144', '6594524', '6612992', '6638243', '6685648', '6689119', '6695785', '6704590', '6719756', '6733454', '6740590', '6749606', '6814702', '6866677', '6896658', '6931269', '6973352', '7037290', '7043293', '7081092', '7150716', '7200435', '7204798', '7225013', '7346393', '7367949', '7393501', '7422563', '7433853', '7485095', '7599730', '7627386', '7640055', '7668579', '7689268', '7697972', '7708696', '7733224', '7794407', '7833221', '7857763', '7966061', '7967830', '7981038', '7991458', '8046052', '8052648', '8060185', '8070684', '8126241', '8180440', '8238639', '8594776', '8688210', '8718346', '8798357', '8830224', '2002/0045810', '2002/0055680', '2002/0087156', '2002/0091319', '2002/0111548', '2002/0151790', '2002/0156363', '2002/0168618', '2002/0188257', '2003/0083717', '2003/0109785', '2004/0011358', '2004/0024298', '2004/0039436', '2004/0102719', '2004/0116809', '2004/0116969', '2004/0120557', '2004/0158143', '2004/0254523', '2005/0085718', '2005/0148836', '2005/0159738', '2006/0079868', '2006/0084883', '2006/0094923', '2006/0100530', '2006/0229594', '2006/0241459', '2007/0016068', '2007/0016069', '2007/0016070', '2007/0016072', '2007/0167738', '2007/0167794', '2007/0265526', '2007/0276334', '2008/0058607', '2008/0061961', '2008/0071314', '2008/0161669', '2008/0188740', '2009/0005675', '2009/0118612', '2009/0143740', '2009/0156926', '2009/0177090', '2009/0182283', '2009/0234328', '2009/0259124', '2009/0262977', '2009/0270712', '2009/0287070', '2009/0287191', '2010/0022886', '2010/0036227', '2010/0198346', '2010/0204569', '2010/0210947', '2010/0298656', '2010/0298657', '2010/0298658', '2010/0298659', '2010/0298660', '2010/0298661', '2011/0087114', '2011/0125023', '2011/0196248', '2011/0257600', '2011/0282187', '2011/0317006', '2012/0035434', '2012/0083702', '2012/0101381', '2012/0190949', '2012/0197128', '2013/0296693']"
441,9117224,1,2015-08-25,3,2,['NULL']
442,9101334,1,2015-08-11,8,3,['NULL']
443,9087312,7,2015-07-21,5,2,"['2007/0239337', '2011/0313666', '2013/0332205', '2014/0012732', '2014/0067745']"
444,9076118,19,2015-07-07,6,4,"['2007/0239337', '2011/0313666', '2013/0332205', '2014/0012732', '2014/0067745']"
445,9070018,25,2015-06-30,7,3,"['5247356', '5633995', '5936628', '6323885', '6333749', '6385541', '6396491', '6446053', '6496184', '6636803', '6836270', '6873718', '6980690', '7003400', '7006977', '7020326', '7106893', '7133551', '7305983', '7324666', '7333963', '7343268', '7373303', '7424133', '7487114', '7500391', '7509241', '7519206', '7583275', '7752018', '7787659', '7844499', '7873238', '7991226', '7995799', '7995862', '8051089', '8068643', '8078436', '8081841', '8131514', '8170840', '8204341', '8209152', '8233666', '8385672', '8401222', '2002/0154174', '2003/0028393', '2003/0147553', '2003/0171957', '2003/0174892', '2003/0233310', '2005/0129306', '2005/0201618', '2005/0288959', '2006/0072802', '2006/0133699', '2006/0137736', '2006/0200311', '2006/0232605', '2006/0262112', '2006/0265287', '2007/0058850', '2007/0179757', '2007/0291994', '2008/0204570', '2008/0221843', '2008/0231700', '2008/0262789', '2009/0010546', '2009/0016603', '2009/0141020', '2009/0248417', '2009/0304227', '2010/0034483', '2010/0110074', '2011/0033110', '2011/0096083', '2011/0187713']"
446,9063930,8,2015-06-23,15,4,"['7689529', '7697761', '7698236', '7721336', '7734400', '7734451', '7739337', '7742103', '7761742', '7769512', '7783580', '7784295', '7792746', '7792750', '7797268', '7801840', '7805396', '7805397', '7805984', '7817854', '7832511', '7836496', '7840500', '7844564', '7853538', '7857976', '7864552', '7869989', '7895135', '7925874', '7930265', '7934499', '7941350', '7966061', '7974455', '7991754', '7999857', '8004544', '8015196', '8016319', '8054592', '8077983', '8108207']"
447,9058699,3,2015-06-16,1,1,"['5577179', '5579471', '5666475', '7024054', '7983512', '8380005', '2002/0054115', '2005/0190189', '2005/0254722', '2007/0013813', '2007/0165966', '2008/0143744', '2008/0175508', '2008/0198175', '2008/0301546', '2010/0086227']"
448,9055121,0,2015-06-09,7,6,['NULL']
449,9040903,4,2015-05-26,8,1,"['6057543', '6281493', '6489610', '6541765', '6570153', '6586727', '6670194', '6863790', '6940065', '7195751', '7223966', '7534622', '7558682', '7633059', '7749769', '7755036', '7884318', '7928361', '7932491', '7982070', '8071938', '8278115', '2002/0125423', '2002/0166961', '2005/0147982', '2005/0148087', '2005/0153456', '2006/0105416', '2006/0115871', '2006/0172319', '2006/0255263', '2007/0051886', '2007/0054345', '2007/0207555', '2007/0218560', '2008/0070314', '2008/0087814', '2008/0111068', '2008/0113441', '2008/0149825', '2008/0203288', '2008/0206737', '2008/0272292', '2009/0065686', '2009/0179147', '2009/0194682', '2009/0283673', '2010/0227352', '2010/0330680', '2011/0111512', '2011/0121172', '2011/0161273', '2011/0297823', '2012/0022230', '2012/0091330', '2012/0158318', '2012/0309040', '2013/0005050', '2013/0035403', '2013/0084645']"
450,9037521,12,2015-05-19,5,1,"['2011/0313666', '2014/0012732']"
451,9031884,1,2015-05-12,6,1,"['2009/0247404', '2011/0313666', '2014/0012732']"
452,9017244,0,2015-04-28,3,1,"['5473732', '6991600', '7527589', '2003/0069470', '2004/0063833', '2004/0175680', '2006/0041014', '2006/0229494', '2007/0078493', '2007/0092862', '2007/0282768', '2008/0065187']"
453,9009087,12,2015-04-14,4,1,"['2011/0313666', '2014/0012732']"
454,9003355,0,2015-04-07,5,1,"['8375354', '8438537', '2002/0049963', '2004/0025157', '2004/0261060', '2006/0206863', '2007/0179828', '2008/0201195', '2009/0201812', '2009/0249287', '2010/0023921', '2010/0077068', '2010/0169150', '2010/0242013', '2011/0023013', '2011/0276968', '2011/0283263', '2012/0167057', '2012/0254834', '2012/0260228', '2012/0278786', '2012/0297358', '2013/0019018', '2013/0124253']"
455,8996432,17,2015-03-31,10,8,"['7246856', '2010/0280629']"
456,8995757,25,2015-03-31,7,1,"['5247356', '5633995', '5936628', '6323885', '6333749', '6385541', '6396491', '6446053', '6496184', '6636803', '6836270', '6873718', '6980690', '7003400', '7006977', '7020326', '7106893', '7133551', '7142693', '7305983', '7324666', '7327880', '7333963', '7343268', '7373303', '7424133', '7487114', '7500391', '7509241', '7519206', '7583275', '7752018', '7787659', '7844499', '7873238', '7991226', '7995799', '7995862', '8051089', '8064670', '8068643', '8077969', '8078436', '8081841', '8126268', '8131514', '8145578', '8170840', '8209152', '8233666', '8385672', '8401222', '8407053', '8417061', '8520079', '8531472', '8538151', '8588547', '8593518', '2002/0154174', '2003/0028393', '2003/0147553', '2003/0171957', '2003/0174892', '2003/0233310', '2005/0129306', '2005/0288959', '2006/0072802', '2006/0137736', '2006/0200311', '2006/0232605', '2006/0262112', '2006/0265287', '2007/0058850', '2007/0179757', '2007/0291994', '2008/0221843', '2009/0010546', '2009/0016603', '2009/0248417', '2010/0110074', '2011/0033110', '2011/0096083', '2011/0187713', '2013/0216089', '2014/0099029']"
457,8992227,5,2015-03-31,4,1,"['5204703', '5507291', '5601090', '5659625', '5802220', '5867257', '6028626', '6092058', '6275806', '7111980']"
458,8981905,1,2015-03-17,2,1,['NULL']
459,8981585,4,2015-03-17,5,2,"['3697765', '4151424', '4219303', '4748808', '5440176', '5642984', '6006518', '6036443', '6097104', '6109863', '6172429', '6518680', '6710469', '6800955', '6948905', '7008171', '7056082', '7132760', '7215037', '7362004', '7470086', '7652388', '8039978', '8057174', '8358030', '8419346', '8497594', '8525363', '8610304', '8786122', '8870540', '2001/0001299', '2002/0180216', '2003/0025334', '2004/0096327', '2007/0108768', '2009/0091134', '2009/0196763', '2010/0092291', '2010/0140947', '2010/0181780', '2010/0284809', '2012/0235418', '2013/0026761', '2013/0026762', '2013/0147199', '2014/0105752', '2014/0161642']"
460,8977584,12,2015-03-10,16,2,"['2180522', '3704345', '3710321', '3828132', '3979557', '4013085', '4081631', '4090216', '4107784', '4108211', '4159536', '4181821', '4204089', '4241286', '4253477', '4278838', '4282405', '4310721', '4332464', '4348553', '4386345', '4433377', '4451849', '4485439', '4495644', '4513379', '4555775', '4586158', '4587670', '4589022', '4611346', '4615081', '4618984', '4642790', '4653021', '4655233', '4658425', '4680429', '4688195', '4692941', '4698625', '4718094', '4724542', '4726065', '4727354', '4754489', '4755811', '4776016', '4783804', '4783807', '4790028', '4807752', '4811243', '4813074', '4819271', '4827520', '4829576', '4833712', '4833718', '4837798', '4837831', '4839853', '4852168', '4862504', '4878230', '4896359', '4903305', '4905163', '4914586', '4914590', '4926491', '4928307', '4935954', '4939639', '4941488', '4944013', '4965763', '4972462', '4977598', '4992972', '4994983', '5003577', '5010574', '5016002', '5020112', '5021971', '5022081', '5027110', '5027406', '5031217', '5032989', '5033087', '5040218', '5046099', '5047614', '5050215', '5053758', '5057915', '5067158', '5067503', '5072452', '5075896', '5079723', '5083119', '5086792', '5091945', '5111423', '5119079', '5122951', '5125022', '5127043', '5127053', '5127055', '5133011', '5142584', '5148541', '5161102', '5164900', '5164982', '5165007', '5167004', '5175536', '5175803', '5179652', '5194950', '5195034', '5197005', '5199077', '5201034', '5202952', '5208862', '5210689', '5212821', '5216747', '5218700', '5220639', '5220657', '5222146', '5230036', '5235680', '5241619', '5253325', '5257387', '5260697', '5266931', '5266949', '5267345', '5268990', '5274771', '5274818', '5276616', '5276794', '5283818', '5287448', 'RE34562', '5291286', '5293448', '5293452', '5297170', '5297194', '5299125', '5299284', '5301109', '5305205', '5305768', '5309359', '5315689', '5317507', '5317647', '5325297', '5325298', '5326270', '5327498', '5333236', '5333266', '5333275', '5335011', '5335276', '5341293', '5341466', '5345536', '5349645', '5353376', '5353377', '5353432', '5367640', '5371853', '5373566', '5377301', '5384892', '5384893', '5386494', '5390236', '5390279', '5396625', '5400434', '5404295', '5406305', '5408060', '5412756', '5412804', '5412806', '5418951', '5422656', '5424947', '5425108', '5428731', '5442598', '5444823', '5449368', '5455888', '5459488', '5463725', '5465401', '5469529', '5471611', '5475587', '5475796', '5477448', '5481739', '5485372', '5485543', '5491772', '5493677', '5495604', '5497319', '5500903', '5502774', '5502790', '5502791', '5515475', '5521816', '5524140', '5535121', '5536902', '5537317', '5537618', '5537647', '5543588', '5543897', '5555344', '5559301', '5559945', '5564446', '5565888', '5568536', '5568540', '5570324', '5572576', '5574823', '5574824', '5577135', '5578808', '5579037', '5579436', '5581484', '5581652', '5581655', '5583993', '5584024', '5594641', '5596676', '5596994', '5613036', '5617507', '5619694', '5621859', '5642464', '5642519', '5644727', '5664055', '5675819', '5687077', '5696962', '5701400', '5706442', '5710886', '5712957', '5715468', '5721827', '5729694', '5732390', '5734791', '5737734', '5749081', '5759101', '5777614', '5790978', '5794182', '5794207', '5794237', '5799276', '5822743', '5825881', '5828999', '5835893', '5839106', '5845255', '5857184', '5860063', '5862223', '5864806', '5864844', '5867799', '5873056', '5875437', '5884323', '5895464', '5913193', '5930769', '5933822', '5936926', '5940811', '5941944', '5943670', '5948040', '5956699', '5960422', '5963924', '5966126', '5970474', '5974146', '5982891', '5987132', '5987140', '5987440', '5999908', '6016471', '6023684', '6024288', '6026345', '6026375', '6026388', '6026393', '6029132', '6038533', '6055514', '6055531', '6064960', '6070147', '6076051', '6076088', '6078914', '6081774', '6094649', '6105865', '6108627', '6119101', '6122616', '6125356', '6131085', '6173261', '6173279', '6177905', '6195641', '6205456', '6208971', '6233578', '6260024', '6266637', '6275824', '6285786', '6308149', '6311189', '6317707', '6356854', '6356905', '6366883', '6366884', '6449620', '6460029', '6477488', '6487534', '6505158', '6505175', '6505183', '6510417', '6523172', '6546388', '6553344', '6556983', '6584464', '6601234', '6604059', '6615175', '6615220', '6625583', '6631346', '6654740', '6665641', '6680675', '6684187', '6691064', '6697780', '6701294', '6711585', '6718324', '6766320', '6778952', '6778962', '6778970', '6829603', '6847966', '6847979', '6901399', '6904408', '6912499', '6924828', '6937986', '6957076', '6980955', '6988071', '7058569', '7084758', '7093693', '7127403', '7139722', '7152070', '7242752', '7302686', '7319992', '7389224', '7427024', '7528713', '7539484', '7558730', '7577522', '7596498', '7603381', '7609829', '7649454', '7653627', '7711565', '7747616', '7756868', '7818291', '7853574', '7885844', '7890652', '7925525', '7930197', '7949534', '7986431', '7996228', '7999669', '8065155', '8065156', '8069422', '8078473', '8117037', '8131557', '8138912', '8166019', '8188856', '8190359', '8205788', '8285551', '8285553', '8290778', '8290781', '8296146', '8296153', '8301456', '8311834', '8370158', '8371503', '8374871', '8447612', '8660849', '8670979', '8706503', '8731942', '8799000', '2001/0005859', '2001/0020259', '2001/0027396', '2001/0041021', '2001/0042107', '2001/0047264', '2001/0056347', '2002/0002413', '2002/0010581', '2002/0010726', '2002/0010798', '2002/0013784', '2002/0015064', '2002/0021278', '2002/0026456', '2002/0031254', '2002/0032564', '2002/0035467', '2002/0035469', '2002/0035474', '2002/0045961', '2002/0046025', '2002/0052730', '2002/0052740', '2002/0054094', '2002/0055934', '2002/0065659', '2002/0067308', '2002/0069220', '2002/0072908', '2002/0077082', '2002/0077817', '2002/0078041', '2002/0085037', '2002/0087508', '2002/0095286', '2002/0099547', '2002/0103641', '2002/0109709', '2002/0111810', '2002/0116082', '2002/0120697', '2002/0122053', '2002/0126097', '2002/0133348', '2002/0138254', '2002/0138616', '2002/0140679', '2002/0143542', '2002/0143826', '2002/0152045', '2002/0152255', '2002/0154160', '2002/0161865', '2002/0164000', '2002/0165918', '2002/0169592', '2002/0173273', '2002/0173961', '2002/0173962', '2002/0173966', '2002/0177993', '2002/0189426', '2002/0191029', '2002/0198714', '2003/0002632', '2003/0014489', '2003/0018476', '2003/0026402', '2003/0028380', '2003/0033214', '2003/0037254', '2003/0040908', '2003/0046434', '2003/0050781', '2003/0051136', '2003/0061317', '2003/0074457', '2003/0076301', '2003/0078969', '2003/0079024', '2003/0080991', '2003/0083878', '2003/0090467', '2003/0090474', '2003/0095096', '2003/0097379', '2003/0097408', '2003/0115186', '2003/0122787', '2003/0125958', '2003/0128819', '2003/0133694', '2003/0134678', '2003/0145285', '2003/0147512', '2003/0149567', '2003/0149978', '2003/0152203', '2003/0160702', '2003/0164848', '2003/0171925', '2003/0171928', '2003/0171936', '2003/0187655', '2003/0187844', '2003/0187925', '2003/0193481', '2003/0195741', '2003/0197736', '2003/0200858', '2003/0204392', '2003/0204492', '2003/0208756', '2003/0210266', '2003/0214519', '2003/0224760', '2003/0228863', '2003/0228909', '2003/0229490', '2003/0229616', '2003/0233240', '2003/0236663', '2004/0001396', '2004/0006478', '2004/0012556', '2004/0013252', '2004/0021676', '2004/0022373', '2004/0023643', '2004/0030556', '2004/0030996', '2004/0036715', '2004/0048627', '2004/0049391', '2004/0056899', '2004/0059577', '2004/0059790', '2004/0062367', '2004/0064593', '2004/0069122', '2004/0070567', '2004/0070612', '2004/0073427', '2004/0076086', '2004/0078382', '2004/0086120', '2004/0093213', '2004/0093215', '2004/0094018', '2004/0100479', '2004/0107169', '2004/0111332', '2004/0122656', '2004/0125088', '2004/0125922', '2004/0127198', '2004/0128137', '2004/0133817', '2004/0135774', '2004/0136510', '2004/0153306', '2004/0160419', '2004/0178994', '2004/0183833', '2004/0236778', '2005/0015772', '2005/0091118', '2005/0108074', '2005/0114124', '2005/0114140', '2005/0165607', '2005/0182629', '2005/0196733', '2005/0234727', '2005/0288936', '2006/0061488', '2006/0117002', '2006/0156252', '2007/0027732', '2007/0100790', '2007/0173237', '2007/0185754', '2008/0015865', '2008/0079566', '2008/0082390', '2008/0082651', '2008/0184164', '2008/0306743', '2008/0313335', '2009/0006100', '2009/0070129', '2009/0081995', '2009/0083249', '2009/0094033', '2009/0112677', '2009/0125397', '2009/0157749', '2009/0191895', '2009/0239552', '2009/0287583', '2009/0306967', '2010/0017260', '2010/0058183', '2010/0081456', '2010/0088020', '2010/0146442', '2010/0312547', '2011/0060807', '2011/0130958', '2011/0161309', '2011/0195758', '2011/0260861', '2011/0314404', '2012/0016678', '2012/0022872', '2012/0149394', '2012/0214517', '2012/0245944', '2012/0265528', '2012/0271676', '2012/0311583', '2012/0311584', '2012/0311585', '2013/0110505', '2013/0110515', '2013/0110518', '2013/0110519', '2013/0110520', '2013/0111348', '2013/0111487', '2013/0115927', '2013/0117022', '2013/0185074', '2013/0275138', '2013/0275164', '2013/0275875', '2013/0275899', '2014/0195252']"
